regcap_amount,esdate,ipo_company,company_industry,company_type
NULL,2006-04-21,null,C,个体
NULL,2013-07-18,null,F,个体
10000000.0,2014-08-22,null,E,有限责任公司（自然人投资或控股）
50000.0,2010-11-30,null,L,有限责任公司（自然人投资或控股）
3000000.0,2010-05-19,null,L,有限责任公司（自然人投资或控股）
500000.0,2012-12-13,null,I,有限责任公司（自然人投资或控股）
NULL,2015-08-19,null,F,个体
NULL,2017-11-15,null,O,个体
2000000.0,2001-09-25,null,C,有限责任公司（自然人投资或控股）
5000000.0,2005-07-06,null,C,有限责任公司（自然人投资或控股的法人独资）
NULL,2017-12-25,null,F,个体工商户
10000000.0,2004-03-01,null,C,其他有限责任公司
1000000.0,2017-01-16,null,E,有限责任公司（自然人投资或控股）
NULL,2013-07-08,null,F,个体
1000000.0,2014-09-29,null,I,有限责任公司（自然人投资或控股）
NULL,2014-06-04,null,F,个体
NULL,2014-11-03,null,O,个体
NULL,2006-06-07,null,L,有限责任公司分公司（自然人投资或控股）
NULL,2008-04-07,null,N,个体
1000000.0,2017-04-13,null,L,有限责任公司（自然人独资）
500000.0,2013-10-12,null,E,有限责任公司（自然人投资或控股）
1000000.0,2016-04-11,null,L,有限责任公司（自然人独资）
200000.0,2013-04-02,null,L,有限责任公司（自然人投资或控股）
NULL,2017-12-05,null,F,个体
NULL,2017-09-21,null,F,个体
1000000.0,2006-04-06,null,I,有限责任公司（自然人投资或控股）
NULL,2003-03-31,null,F,个体
NULL,2017-08-16,null,F,个体
5000000.0,2005-12-06,null,L,有限责任公司（自然人投资或控股）
NULL,2006-03-10,null,F,个体
NULL,2005-11-01,null,F,个体
NULL,2014-12-23,null,F,个体
1000000.0,2010-09-02,null,L,有限责任公司（自然人投资或控股）
1000000.0,2017-04-14,null,F,有限责任公司（自然人投资或控股）
NULL,2006-06-27,null,F,个体
2000000.0,2018-01-15,null,E,有限责任公司（自然人独资）
880000.0,2016-03-07,null,C,有限责任公司（自然人投资或控股）
NULL,2015-06-23,null,F,个体
30000000.0,2012-09-07,null,E,有限责任公司（自然人投资或控股）
1000000.0,2013-11-07,null,F,有限责任公司（自然人投资或控股）
NULL,2015-03-23,null,F,个体
1000000.0,2011-07-12,null,I,有限责任公司（自然人投资或控股）
500000.0,2016-10-11,null,F,有限责任公司（自然人独资）
NULL,2014-10-27,null,G,个体
NULL,2017-09-14,null,F,个体
680000.0,2016-09-20,null,F,有限责任公司（自然人投资或控股）
NULL,2013-04-02,null,R,有限责任公司分公司（自然人独资）
12160000.0,1981-05-25,null,K,其他有限责任公司
NULL,2017-12-11,null,F,个体工商户
NULL,2015-04-15,null,F,个体
1000000.0,2004-11-19,null,I,有限责任公司（自然人投资或控股）
2000000.0,2013-12-06,null,K,有限责任公司（自然人投资或控股）
50000000.0,2017-04-18,null,L,有限责任公司（自然人投资或控股）
NULL,2017-07-25,null,F,个体
2800.0,2004-06-07,null,F,有限责任公司（自然人独资）
NULL,2014-11-05,null,F,个体
NULL,2004-02-26,null,R,个体
NULL,2013-01-07,null,O,个体
NULL,2012-03-06,null,M,个体
NULL,2014-06-26,null,F,个体
NULL,2015-05-20,null,F,个体
500000.0,2010-02-01,null,E,有限责任公司（自然人投资或控股）
165000.0,1993-11-18,null,F,个体工商户
NULL,2015-04-17,null,H,个体
500000.0,2003-04-15,null,C,有限责任公司（自然人投资或控股）
300000.0,2002-01-21,null,F,有限责任公司（自然人投资或控股）
21000000.0,2014-07-22,null,E,有限责任公司（自然人投资或控股）
NULL,2016-07-25,null,F,个体
2000000.0,2015-12-28,null,F,有限责任公司（自然人投资或控股）
NULL,2013-11-12,null,F,个体
500000.0,2012-02-21,null,L,有限责任公司（自然人投资或控股）
500000.0,2004-06-18,null,G,有限责任公司（自然人投资或控股）
NULL,2016-12-05,null,H,个体
NULL,2016-06-02,null,F,个体
500000.0,2013-03-07,null,I,有限责任公司（自然人投资或控股）
NULL,2012-11-09,null,F,个体
10000000.0,2017-03-22,null,F,有限责任公司（自然人投资或控股）
10000000.0,2013-01-31,null,L,有限责任公司（自然人投资或控股）
NULL,2014-09-24,null,E,其他有限责任公司分公司
3000000.0,2014-08-22,null,F,有限责任公司（自然人投资或控股）
5000000.0,2014-08-01,null,E,有限责任公司（自然人投资或控股）
500000.0,2012-12-18,null,F,有限责任公司（自然人投资或控股）
NULL,2011-11-16,null,I,有限责任公司分公司（自然人投资或控股）
NULL,2014-02-19,null,I,个体
1000000.0,2014-06-16,null,F,有限责任公司（自然人投资或控股）
2000000.0,2007-07-09,null,I,有限责任公司（自然人投资或控股）
NULL,2016-12-16,null,F,个体
200000.0,2017-03-22,null,L,有限责任公司（自然人投资或控股）
500000.0,2014-06-10,null,I,有限责任公司（自然人投资或控股）
NULL,2008-07-10,null,H,个体
NULL,2015-07-16,null,F,个体
NULL,2014-09-17,null,F,有限责任公司分公司（自然人独资）
1000000.0,2016-08-18,null,E,有限责任公司（自然人独资）
NULL,2011-08-15,null,H,个体
1000000.0,2016-04-07,null,I,有限责任公司（自然人独资）
NULL,2009-12-22,null,F,个体
1000000.0,2017-09-20,null,K,有限责任公司（自然人独资）
2000000.0,2015-06-02,null,A,有限责任公司（自然人投资或控股）
NULL,2017-01-05,null,H,个体
3000000.0,2017-08-02,null,I,有限责任公司（自然人投资或控股）
100000.0,2010-01-29,null,K,有限责任公司（自然人投资或控股的法人独资）
2000000.0,2017-06-27,null,I,有限责任公司（自然人独资）
500000.0,2015-08-25,null,F,有限责任公司（自然人独资）
1000000.0,2010-04-19,null,E,有限责任公司（自然人投资或控股）
100000.0,2007-12-13,null,F,有限责任公司（自然人投资或控股）
1000000.0,2014-08-20,null,E,有限责任公司（自然人投资或控股）
40000000.0,2013-06-04,null,E,有限责任公司（自然人投资或控股）
NULL,2007-07-26,null,H,个体
2000000.0,2016-05-16,null,E,有限责任公司（自然人独资）
5000000.0,2004-02-12,null,C,有限责任公司（自然人投资或控股）
NULL,2014-03-26,null,F,个体
NULL,2004-07-16,null,F,个体
NULL,2013-01-11,null,F,个体
500000.0,2005-04-06,null,M,有限责任公司（自然人投资或控股）
500000.0,2002-02-05,null,L,有限责任公司（自然人投资或控股）
5000000.0,2017-03-23,null,F,有限责任公司（自然人投资或控股）
NULL,2015-07-15,null,H,个体
2000000.0,2009-07-30,null,F,有限责任公司（自然人投资或控股）
NULL,2016-02-26,null,F,个体
NULL,2013-03-13,null,R,个体
100000.0,2006-09-05,null,L,有限责任公司（自然人投资或控股）
NULL,2008-05-30,null,C,个体
3000000.0,2010-05-19,null,F,有限责任公司（自然人投资或控股）
15550000.0,2013-04-27,null,F,有限责任公司（自然人独资）
245000000.0,2012-08-03,null,K,其他有限责任公司
NULL,2015-07-09,null,F,个体
NULL,2016-04-22,null,C,个体
1000000.0,2011-11-24,null,I,有限责任公司（自然人投资或控股）
5000000.0,2017-03-15,null,F,有限责任公司（自然人投资或控股）
1000000.0,2017-11-30,null,I,有限责任公司（自然人投资或控股）
NULL,2011-03-28,null,F,个体
500000.0,1997-02-28,null,F,有限责任公司（自然人投资或控股）
NULL,2013-08-22,null,F,个体
1000000.0,2015-07-23,null,R,有限责任公司（自然人投资或控股）
NULL,1996-10-18,null,C,有限责任公司分公司（自然人投资或控股）
NULL,2010-01-08,null,F,个体
NULL,2012-03-12,null,I,个体
NULL,2008-10-14,null,C,个体
NULL,2016-05-05,null,Q,个体
10000000.0,2011-01-06,null,F,有限责任公司（自然人投资或控股）
NULL,2004-12-16,null,F,有限责任公司分公司（自然人投资或控股）
600000.0,2017-09-25,null,F,有限责任公司（自然人投资或控股）
1000000.0,2014-09-10,null,R,有限责任公司（自然人投资或控股）
NULL,2008-04-17,null,F,有限责任公司分公司（自然人投资或控股）
NULL,2017-09-29,null,F,个体
1000000.0,2016-11-30,null,F,有限责任公司（自然人投资或控股）
500000.0,2012-02-28,null,F,有限责任公司（自然人投资或控股）
NULL,2015-12-11,null,F,个体
NULL,2017-08-16,null,N,个体
NULL,2005-08-18,null,F,个体
10000000.0,2004-08-19,null,F,有限责任公司（自然人投资或控股）
NULL,2017-08-03,null,A,个体
1000000.0,2016-09-22,null,E,有限责任公司（自然人独资）
NULL,2014-02-19,null,O,个体
10000000.0,2017-06-05,null,F,有限责任公司（自然人投资或控股的法人独资）
NULL,2009-07-08,null,F,个体
NULL,2015-05-27,null,F,个体
NULL,2011-04-28,null,F,个体
1000000.0,2016-01-15,null,E,有限责任公司（自然人独资）
NULL,2017-03-27,null,F,个体
NULL,2008-11-24,null,L,个体
1000000.0,2017-06-06,null,I,有限责任公司（自然人投资或控股）
50000000.0,2017-06-19,null,I,其他有限责任公司
900000.0,2016-04-26,null,L,有限责任公司（自然人独资）
5000000.0,2016-12-26,null,G,有限责任公司（自然人投资或控股）
500000.0,2002-10-30,null,F,有限责任公司（自然人投资或控股）
NULL,2012-03-28,null,H,个体
NULL,2006-01-11,null,F,个体
1000000.0,2013-03-22,null,F,有限责任公司（自然人投资或控股）
NULL,2013-04-08,null,O,个体
2000000.0,2001-02-16,null,F,有限责任公司（自然人投资或控股）
NULL,2010-09-27,null,O,个体
NULL,2017-11-28,null,O,个体
3000000.0,2005-03-18,null,F,有限责任公司（自然人投资或控股）
NULL,2012-09-06,null,F,个体
500000.0,2011-02-28,null,F,有限责任公司（自然人投资或控股）
3000000.0,2016-05-11,null,F,有限责任公司（自然人独资）
NULL,2014-08-08,null,O,个体
1000000.0,2014-12-09,null,L,有限责任公司（自然人投资或控股）
15600000.0,2010-03-10,null,E,有限责任公司（自然人投资或控股）
NULL,2005-03-30,null,F,个体
500000.0,2001-07-24,null,C,有限责任公司（自然人投资或控股）
500000.0,2012-02-16,null,F,有限责任公司（自然人投资或控股）
1000000.0,2007-02-28,null,L,有限责任公司（自然人投资或控股）
NULL,2017-11-03,null,F,个体
NULL,2017-08-28,null,F,个体
NULL,2014-05-30,null,F,个体
5000000.0,2017-10-17,null,F,有限责任公司（自然人投资或控股）
NULL,2015-08-11,null,F,个体
1000000.0,2013-04-07,null,F,有限责任公司（自然人投资或控股）
2000000.0,2016-02-29,null,L,有限责任公司（自然人独资）
1000000.0,2016-03-23,null,G,有限责任公司（自然人独资）
NULL,2014-04-08,null,F,个体
500000.0,2016-04-26,null,L,有限责任公司（自然人投资或控股）
NULL,2007-12-04,null,F,个体
NULL,2012-07-17,null,O,个体
500000.0,2013-08-01,null,F,有限责任公司（自然人投资或控股）
100000.0,2006-04-26,null,R,有限责任公司（自然人投资或控股）
NULL,2015-04-29,null,F,个体
NULL,2007-07-04,null,C,个体
NULL,2017-05-08,null,I,有限责任公司分公司（自然人投资或控股）
NULL,2015-03-11,null,F,个体
NULL,2011-11-17,null,F,个体
NULL,2014-02-17,null,F,个体
NULL,2014-08-19,null,F,个体
1000000.0,2017-04-26,null,F,有限责任公司（自然人投资或控股）
NULL,2009-07-10,null,F,个体
NULL,2013-08-05,null,L,个体
NULL,2017-10-30,null,F,个体
NULL,2015-01-12,null,A,个体
NULL,2014-03-21,null,F,个体
1000000.0,2013-12-19,null,I,有限责任公司（自然人投资或控股）
600000.0,2013-01-14,null,L,有限责任公司（自然人投资或控股）
2000000.0,2017-07-18,null,E,有限责任公司（自然人独资）
500000.0,2011-09-21,null,F,有限责任公司（自然人投资或控股）
3000000.0,2007-04-04,null,F,有限责任公司（自然人投资或控股）
500000.0,2011-03-02,null,E,有限责任公司（自然人投资或控股）
500000.0,2009-08-06,null,F,有限责任公司（自然人投资或控股）
NULL,2012-04-19,null,I,个体
NULL,2015-11-04,null,F,个体
NULL,2007-06-19,null,C,个体
NULL,2014-10-31,null,O,个体
NULL,2010-03-30,null,F,个体
1000000.0,2013-02-28,null,E,有限责任公司（自然人投资或控股）
500000.0,2014-07-28,null,E,有限责任公司（自然人投资或控股）
500000.0,2010-10-26,null,E,有限责任公司（自然人投资或控股）
21000000.0,2010-06-02,null,F,有限责任公司（自然人投资或控股）
12000000.0,2015-12-04,null,M,有限责任公司（自然人独资）
NULL,2002-10-23,null,F,有限责任公司分公司（自然人投资或控股）
NULL,2011-11-28,null,F,个体
3000000.0,2015-03-17,null,L,有限责任公司（自然人独资）
NULL,2017-11-02,null,F,个体
NULL,1994-12-26,null,C,个人独资企业
500000.0,2007-08-14,null,R,有限责任公司（自然人投资或控股）
1000000.0,2017-09-11,null,F,有限责任公司（自然人独资）
NULL,2017-11-16,null,F,个体
NULL,2012-04-09,null,I,个体
1000000.0,2011-08-17,null,E,有限责任公司（自然人投资或控股）
1000000.0,2014-12-24,null,F,有限责任公司（自然人投资或控股）
NULL,2015-10-12,null,F,个体
NULL,2012-02-06,null,F,个体
NULL,2005-04-30,null,F,个体
5000000.0,2015-09-11,null,E,有限责任公司（自然人独资）
5000000.0,2018-02-05,null,I,有限责任公司（自然人独资）
500000.0,2014-04-03,null,L,有限责任公司（自然人投资或控股）
1000000.0,2015-04-30,null,N,有限责任公司（自然人投资或控股）
1000000.0,2014-03-31,null,I,有限责任公司（自然人投资或控股）
412000.0,1980-12-27,null,C,股份合作制
100000.0,2011-06-30,null,F,有限责任公司（自然人投资或控股）
NULL,2018-01-11,null,F,个体工商户
NULL,2016-11-11,null,F,个人独资企业
NULL,2003-10-29,null,I,个体
NULL,2016-10-27,null,R,个人独资企业
NULL,2003-04-02,null,F,个体
2100000.0,2016-05-16,null,I,有限责任公司（自然人独资）
3000000.0,2014-05-06,null,F,有限责任公司（自然人投资或控股）
NULL,2011-01-06,null,A,个体
2000000.0,2016-04-13,null,F,有限责任公司（自然人投资或控股）
NULL,2014-07-16,null,C,个体
NULL,2011-01-25,null,O,个体
NULL,2004-04-13,null,C,个体
NULL,2018-02-05,null,H,个体工商户
NULL,2017-11-15,null,F,个体
80000.0,2007-09-14,null,F,有限责任公司（自然人投资或控股）
500000.0,2012-11-28,null,F,有限责任公司（自然人投资或控股）
50000.0,2015-05-19,null,I,有限责任公司（自然人独资）
2000000.0,2017-03-31,null,M,有限责任公司（自然人投资或控股）
50000000.0,2012-09-26,null,A,有限责任公司（自然人投资或控股）
NULL,2008-03-31,null,F,个体
NULL,1987-11-18,null,H,集体分支机构（非法人）
500000.0,2017-05-22,null,O,有限责任公司（自然人独资）
NULL,2006-11-29,null,O,个体
NULL,2012-04-12,null,C,个体
NULL,2005-03-14,null,O,个体
NULL,2008-03-24,null,E,个体
NULL,2005-04-14,null,O,个体
NULL,2015-04-21,null,L,个体
1000000.0,2014-05-06,null,E,有限责任公司（自然人投资或控股）
NULL,2008-09-23,null,C,个体
1000000.0,2011-09-16,null,L,有限责任公司（自然人投资或控股）
NULL,2005-04-19,null,N,个体
NULL,2017-03-29,null,O,个体
1000000.0,2012-09-07,null,F,有限责任公司（自然人投资或控股）
NULL,2013-07-17,null,F,个体
100000.0,2017-04-07,null,O,有限责任公司（自然人独资）
2000000.0,2015-10-28,null,F,有限责任公司（自然人独资）
NULL,2013-10-11,null,F,个体
NULL,2014-04-29,null,F,个体
500000.0,2013-02-20,null,F,有限责任公司（自然人投资或控股）
NULL,2015-03-30,null,F,个体
NULL,2017-08-02,null,F,个体
500000.0,2004-05-08,null,E,有限责任公司（自然人投资或控股）
NULL,2013-05-07,null,F,个体
1000000.0,2017-03-07,null,L,有限责任公司（自然人独资）
NULL,2008-03-10,null,F,个体
1000000.0,2014-03-31,null,F,有限责任公司（自然人投资或控股）
NULL,2017-03-28,null,F,个体
50080000.0,2014-10-14,null,E,有限责任公司（自然人投资或控股）
1000000.0,2016-04-19,null,F,有限责任公司（自然人投资或控股）
NULL,2014-06-24,null,R,个体
NULL,2014-02-13,null,F,个体
NULL,2017-10-09,null,F,个体
NULL,2013-09-09,null,F,个体
1000000.0,2017-04-28,null,K,有限责任公司（自然人投资或控股）
NULL,2015-10-12,null,F,个体
NULL,2017-09-13,null,F,个体
1000000.0,2006-08-18,null,I,有限责任公司（自然人投资或控股）
NULL,2016-04-12,null,H,个体
1000000.0,2016-05-03,null,F,有限责任公司（自然人独资）
2000000.0,2013-07-18,null,F,有限责任公司（自然人投资或控股）
NULL,2004-11-04,null,C,个体
NULL,2015-04-03,null,H,个体
2000000.0,2015-09-18,null,E,有限责任公司（自然人独资）
NULL,2006-03-27,null,H,个体
NULL,2006-08-01,null,F,有限责任公司分公司（自然人投资或控股）
100000.0,2017-11-24,null,R,有限责任公司（自然人投资或控股）
NULL,2013-11-15,null,F,个体
NULL,2013-06-05,null,O,个体
1000000.0,2017-08-04,null,E,有限责任公司（自然人投资或控股）
NULL,2016-11-16,null,H,个体
NULL,2013-04-24,null,O,个体
1000000.0,2015-05-07,null,C,有限责任公司（自然人投资或控股）
NULL,2005-12-15,null,K,个体
2000000.0,2016-10-24,null,E,有限责任公司（自然人投资或控股）
NULL,2006-07-19,null,H,个体
1500000.0,2007-01-05,null,F,有限责任公司（自然人投资或控股）
NULL,2013-09-09,null,F,个体
3000000.0,2017-04-06,null,L,有限责任公司（自然人独资）
1000000.0,2010-01-08,null,F,有限责任公司（自然人投资或控股）
NULL,2017-08-29,null,O,个体
5000000.0,2012-12-07,null,F,有限责任公司（自然人投资或控股）
NULL,2012-07-26,null,O,个体
NULL,2008-06-19,null,C,个体
20000000.0,2013-03-13,null,L,有限责任公司（自然人投资或控股）
NULL,2010-10-25,null,F,个体
1000000.0,2016-03-25,null,F,有限责任公司（自然人投资或控股）
NULL,2015-11-04,null,R,个体
NULL,2013-11-29,null,I,个体
5000000.0,2017-06-24,null,F,有限责任公司（自然人独资）
NULL,2015-03-23,null,H,个体
NULL,2000-01-21,null,F,个体
NULL,2008-03-31,null,C,个人独资企业
NULL,2015-09-15,null,F,个体
10000000.0,2015-05-15,null,M,有限责任公司（自然人投资或控股）
NULL,2016-12-08,null,F,有限责任公司分公司（自然人独资）
2000000.0,2012-03-27,null,L,有限责任公司（自然人投资或控股）
500000.0,2016-12-19,null,F,有限责任公司（自然人投资或控股）
1000000.0,2016-04-12,null,F,有限责任公司（自然人独资）
NULL,2004-11-05,null,O,个体
NULL,2002-10-11,null,F,个体
NULL,2017-11-17,null,E,其他有限责任公司分公司
300000.0,2013-07-29,null,I,有限责任公司（自然人投资或控股）
30000000.0,2016-08-29,null,E,有限责任公司（自然人投资或控股）
30000000.0,2015-08-26,null,E,有限责任公司（自然人独资）
1000000.0,2008-04-23,null,F,有限责任公司（自然人投资或控股）
10000000.0,2009-12-29,null,A,有限责任公司（自然人投资或控股）
3000000.0,2003-06-24,null,I,有限责任公司（自然人投资或控股）
NULL,2014-01-15,null,F,个体
NULL,2008-07-04,null,E,有限责任公司分公司（自然人投资或控股）
2000000.0,2017-09-20,null,L,有限责任公司（自然人独资）
NULL,2016-11-21,null,F,个体
NULL,2006-08-04,null,F,个体
NULL,2016-11-28,null,F,个体
NULL,2013-01-05,null,F,个体
NULL,2017-10-20,null,O,个体
30000.0,2006-12-01,null,I,有限责任公司（自然人投资或控股）
NULL,2008-06-10,null,C,个体
NULL,2008-08-01,null,C,个体
NULL,2010-08-30,null,I,个体
500000.0,2005-02-02,null,I,有限责任公司（自然人投资或控股）
NULL,2008-11-26,null,F,个体
NULL,2013-12-13,null,F,个体
500000.0,2000-12-12,null,F,有限责任公司（自然人投资或控股）
NULL,2004-06-28,null,H,个体
1000000.0,2015-12-07,null,F,有限责任公司（自然人投资或控股）
1000000.0,2012-07-24,null,E,有限责任公司（自然人投资或控股）
1000000.0,2017-12-14,null,C,有限责任公司（自然人投资或控股）
NULL,2016-09-18,null,H,个体
5000000.0,2003-10-31,null,F,有限责任公司（自然人投资或控股）
12000000.0,2015-11-18,null,L,有限责任公司（自然人投资或控股）
NULL,2017-12-29,null,F,个体工商户
70000.0,2010-05-19,null,F,有限责任公司（自然人投资或控股）
NULL,2011-08-18,null,A,个体
NULL,2009-07-21,null,R,个体
1000000.0,2011-02-12,null,L,有限责任公司（自然人投资或控股）
2000000.0,2017-12-21,null,F,有限责任公司（自然人独资）
500000.0,2011-01-21,null,F,有限责任公司（自然人投资或控股）
1000000.0,2014-06-26,null,L,有限责任公司（自然人投资或控股）
10000000.0,2015-06-01,null,F,有限责任公司（自然人投资或控股）
NULL,2017-12-13,null,E,其他有限责任公司分公司
NULL,2008-04-23,null,F,个体
NULL,2008-07-14,null,H,个体
500000.0,2014-05-16,null,M,有限责任公司（自然人投资或控股）
NULL,2011-10-31,null,O,个体
NULL,2014-02-19,null,F,个体
2000000.0,2015-09-28,null,E,有限责任公司（自然人投资或控股）
1000000.0,2016-11-17,null,F,有限责任公司（自然人独资）
2000000.0,2003-09-08,null,F,有限责任公司（自然人投资或控股）
NULL,2017-09-21,null,F,个体
5000000.0,2017-04-14,null,F,有限责任公司（自然人独资）
NULL,2009-04-02,null,C,个人独资企业
NULL,2010-04-30,null,F,个体
NULL,2011-04-08,null,E,个体
NULL,2012-03-12,null,F,个体
NULL,2017-10-09,null,F,个体
NULL,2010-03-22,null,L,其他有限责任公司分公司
NULL,2014-07-03,null,F,个体
NULL,2013-12-04,null,F,个体
2000000.0,2013-12-02,null,M,有限责任公司（自然人投资或控股）
NULL,2010-05-27,null,F,其他有限责任公司分公司
NULL,2014-01-13,null,F,个体
NULL,2017-03-31,null,F,个体
2000000.0,2015-07-20,null,E,有限责任公司（自然人投资或控股）
500000.0,2000-04-07,null,F,有限责任公司（自然人投资或控股）
NULL,2014-12-29,null,H,个体
NULL,2014-06-03,null,F,个体
NULL,2016-05-17,null,O,个体
500000.0,2012-12-13,null,I,有限责任公司（自然人投资或控股）
NULL,2004-02-12,null,F,个体
NULL,2007-05-30,null,F,个体
500000.0,2017-08-31,null,R,有限责任公司（自然人投资或控股）
8180000.0,2008-04-22,null,K,有限责任公司（自然人投资或控股）
NULL,2005-03-21,null,O,有限责任公司分公司（自然人投资或控股）
1000000.0,2017-03-21,null,F,有限责任公司（自然人投资或控股）
NULL,2013-07-03,null,F,个体
NULL,2004-08-03,null,F,个体
NULL,2005-10-28,null,H,个体
5000000.0,2015-07-10,null,F,有限责任公司（自然人独资）
NULL,2008-04-18,null,H,个体
NULL,2004-07-20,null,F,个体
NULL,2013-04-08,null,O,个体
NULL,2005-06-15,null,Z,个体
NULL,2007-07-19,null,F,个体
NULL,2018-01-04,null,H,个体工商户
NULL,2016-08-04,null,F,个人独资企业
500000.0,2003-08-15,null,C,有限责任公司（自然人投资或控股）
NULL,2015-08-18,null,F,个体
NULL,2014-01-14,null,H,个体
1000000.0,2016-09-01,null,I,有限责任公司（自然人投资或控股）
NULL,2013-12-10,null,F,个体
NULL,2016-01-19,null,L,有限合伙企业
500000.0,2016-07-12,null,F,有限责任公司（自然人投资或控股）
3000000.0,2017-01-26,null,L,有限责任公司（自然人投资或控股）
5000000.0,2017-08-02,null,E,有限责任公司（自然人投资或控股）
2000000.0,2012-08-15,null,L,有限责任公司（自然人投资或控股）
NULL,2005-10-14,null,F,个体
NULL,2016-06-27,null,H,个体
NULL,2008-04-18,null,F,个体
NULL,2008-10-28,null,F,个体
1000000.0,2012-03-07,null,I,有限责任公司（自然人投资或控股）
500000.0,2016-03-22,null,L,有限责任公司（自然人独资）
NULL,2015-03-12,null,F,个体
100000.0,2013-10-28,null,F,有限责任公司（自然人投资或控股）
1000000.0,2017-08-22,null,Q,有限责任公司（非自然人投资或控股的法人独资）
NULL,2001-01-17,null,E,个体
NULL,2016-11-25,null,F,个体
5000000.0,2015-08-17,null,K,有限责任公司（自然人投资或控股）
1000000.0,2015-02-03,null,F,有限责任公司（自然人投资或控股）
NULL,2011-05-23,null,F,个体
2000000.0,2011-11-02,null,E,有限责任公司（自然人投资或控股）
NULL,2008-10-20,null,F,个体
5000000.0,2014-03-28,null,I,有限责任公司（自然人投资或控股）
1000000.0,2016-12-09,null,H,有限责任公司（自然人独资）
NULL,2000-01-19,null,H,个体
NULL,2012-08-09,null,F,个体工商户
500000.0,2017-03-27,null,L,有限责任公司（自然人独资）
NULL,2016-11-04,null,F,个体
2000000.0,2017-08-07,null,L,有限责任公司（自然人投资或控股）
2000000.0,2016-11-28,null,N,有限责任公司（自然人投资或控股）
NULL,2011-11-10,null,F,个体工商户
13000000.0,1995-07-04,null,E,其他有限责任公司
NULL,2016-11-18,null,F,个体
1280000.0,2016-03-09,null,L,有限责任公司（自然人独资）
NULL,2014-12-23,null,F,个体
1000000.0,2012-11-26,null,F,有限责任公司（自然人投资或控股）
2400000.0,2005-03-23,null,I,有限责任公司（自然人投资或控股）
NULL,2006-01-09,null,F,个体
NULL,2014-02-14,null,F,个体
NULL,2013-06-14,null,F,个体
NULL,2005-11-01,null,F,个体
NULL,2010-01-04,null,F,个体工商户
500000.0,2010-10-14,null,F,有限责任公司（自然人投资或控股）
NULL,2008-01-29,null,R,个体
NULL,2015-03-11,null,I,个体
500000.0,2009-10-26,null,L,有限责任公司（自然人投资或控股）
10000000.0,2016-04-27,null,I,有限责任公司（非自然人投资或控股的法人独资）
NULL,2009-08-27,null,F,个体
NULL,2005-02-18,null,C,个体
NULL,2017-03-17,null,F,个体
NULL,2015-04-08,null,F,个体
NULL,2006-06-12,null,H,个体
500000.0,2006-06-01,null,K,有限责任公司（自然人独资）
1000000.0,2013-06-08,null,F,有限责任公司（自然人投资或控股）
1000000.0,2012-08-30,null,K,有限责任公司（自然人投资或控股）
NULL,2015-03-09,null,F,个体
NULL,2015-02-11,null,F,个体
NULL,2014-11-04,null,F,个体
NULL,2006-02-05,null,E,其他有限责任公司分公司
500000.0,2010-12-01,null,F,有限责任公司（自然人投资或控股）
NULL,2009-10-23,null,F,有限责任公司分公司（自然人投资或控股）
NULL,2005-05-08,null,F,个体
2000000.0,2011-04-20,null,F,有限责任公司（自然人投资或控股）
NULL,2008-07-24,null,H,个体
500000.0,2009-02-12,null,L,有限责任公司（自然人投资或控股）
NULL,2016-06-13,null,A,个体
1000000.0,2015-03-24,null,L,有限责任公司（自然人投资或控股）
1000000.0,2013-09-26,null,L,有限责任公司（自然人投资或控股）
NULL,2008-11-27,null,L,个体
NULL,2014-04-16,null,O,个体
NULL,2013-09-03,null,F,个体
5000000.0,2013-03-29,null,L,有限责任公司（自然人投资或控股）
1000000.0,2010-03-30,null,F,有限责任公司（自然人投资或控股）
1000000.0,2017-11-14,null,L,有限责任公司（自然人投资或控股）
3000000.0,2007-02-01,null,N,有限责任公司（自然人投资或控股）
NULL,2011-10-31,null,null,个体
NULL,2011-03-17,null,H,个体
NULL,2014-12-09,null,F,个体
NULL,2013-12-17,null,F,个体
11000000.0,2012-07-18,null,I,有限责任公司（自然人投资或控股）
NULL,2015-10-28,null,F,个体
500000.0,2016-01-21,null,F,有限责任公司（自然人投资或控股）
NULL,2013-12-16,null,F,个体
NULL,2008-03-24,null,C,个体
1000000.0,2017-04-27,null,F,有限责任公司（自然人独资）
NULL,2015-05-15,null,M,个体
10000000.0,2017-08-30,null,L,有限责任公司（自然人投资或控股）
NULL,2016-03-14,null,F,个体
NULL,2008-04-14,null,O,个体
10000000.0,2017-03-14,null,E,有限责任公司（自然人独资）
NULL,2004-07-30,null,H,个体
NULL,2017-06-08,null,H,个体
NULL,2017-11-15,null,H,个体
NULL,2013-05-10,null,F,个体
1000000.0,2012-06-27,null,I,有限责任公司（自然人投资或控股）
1000000.0,2015-08-18,null,F,有限责任公司（自然人投资或控股）
NULL,2017-09-25,null,F,个体
NULL,2017-12-11,null,F,个体工商户
NULL,2012-11-27,null,F,个体
NULL,2006-04-26,null,F,个体
2000000.0,2014-12-29,null,R,有限责任公司（自然人独资）
500000.0,2009-04-21,null,F,有限责任公司（自然人投资或控股）
NULL,2014-05-15,null,F,个体
NULL,2007-06-25,null,F,个体
2000000.0,2017-09-28,null,R,有限责任公司（自然人独资）
500000.0,2004-12-16,null,L,有限责任公司（自然人投资或控股）
NULL,2016-07-21,null,R,个体
NULL,2001-09-06,null,H,个体
